"FilerEIN","FilerName1","TitleTxt","PersonNm","salutation","suffix","first_name","last_name","PRE","POST","FormYr","N","complete.panel","TOTCOMP","gender","TYPE","BASELINE.MALE","BASELINE.FEMALE","GEN.CHANGE","pre","post","male","GENDER.PRE","GENDER.POST","pre.male","post.male","NTEE1","HEALTH","EDU","HOSP","UNIV","TOTEMPLOYEE","TOTVOLUNTEERS","TOTNETASSETSBEGYEAR","TOTNETASSETSENDYEAR","TOTLIABNABEGYEAR","TOTLIABNAENDYEAR","CONTRIBPRIOR","CONTRIBCURRENT","GROSSRECEIPTS","TOTFUNDEXP","PSRPRIOR","PSRCURRENT","TOTALREVCURRENT","TOTALREVPRIOR","INVINCCURRENT","INVINCPRIOR","SALARIESPRIOR","SALARIESCURRENT","TOTALEXPPRIOR","TOTALEXPCURRENT","REVLESSEXPPRIOR","REVLESSEXPCURRENT","TOTALASSETSBEGYEAR","TOTALASSETSENDYEAR","TOTALLIABBEGYEAR","TOTALLIABENDYEAR","NETASSETSBEGYEAR","NETASSETSENDYEAR","CASHBEGYEAR","CASHENDYEAR","SAVINVBEGYEAR","SAVINVENDYEAR","TOTALPROGSERVEXP","Trustee","TRUST","AvgHrs","RptCmpOrg","RptCmpRltd","OtherComp","totalComp","FISYR","inf.factor"
"010211484","Bangor Theological Seminary","President","Kent J Ulery","","","KENT","ULERY","PRE","",2010,1,TRUE,159053,"M","M-M",1,0,0,1,0,1,"M","M",1,0,"B",0,1,0,0,"36","0","14301592","15694325","14823105","15806170","811739","421592","2622462","111178","731018","699956","1642225","1962292","520677","419535","1217335","1279588","2231538","2236982","-269246","-594757","14823105","15806170","521513","111845","14301592","15694325","84465","189350","252177","225182","1433719",0,0,37.5,85490,0,54645,140135,"2010",1.135
"010211484","Bangor Theological Seminary","President","Robert Grove-Markwood","","","ROBERT","GROVE-MARKWOOD","","POST",2012,1,TRUE,148868,"M","M-M",1,0,0,0,1,1,"M","M",0,1,"B",0,1,0,0,"40","17","14297395","13404472","14404839","14340111","216060","93783","4254615","92496","599311","459245","1236390","1393588","683362","578217","1287954","1741780","2284299","2920876","-890711","-1684486","14404839","14340111","107444","935639","14297395","13404472","98564","53052","213652","1047519","1141048",0,0,40,99000,0,37953,136953,"2012",1.087
"010211530","MAINE HISTORICAL SOCIETY","EXECUTIVE DIRECTOR","RICHARD D'ABATE","","","RICHARD","DABATE","PRE","",2010,1,TRUE,104882,"M","M-M",1,0,0,1,0,1,"M","M",1,0,"A",0,0,0,0,"42","160","13095117","12521250","14648553","13611252","2069610","1304071","3732441","203758","266460","216329","1996021","2712690","420165","317583","1011722","1095365","2224727","2210880","487963","-214859","14648553","13611252","1553436","1090002","13095117","12521250","736801","722282","0","0","1128229",0,0,35,92407,0,0,92407,"2010",1.135
"010211530","MAINE HISTORICAL SOCIETY","EXECUTIVE DIRECTOR","STEPHEN BROMAGE","","","STEPHEN","BROMAGE","","POST",2012,1,TRUE,86334,"M","M-M",1,0,0,0,1,1,"M","M",0,1,"A",0,0,0,0,"39","130","12851514","13019444","13651004","13872020","1245489","1251813","9209234","255685","223447","201054","2743040","1854301","1254360","331340","1057534","993425","2159912","2081803","-305611","661237","13651004","13872020","799490","852576","12851514","13019444","375941","549258","0","0","903581",0,0,35,79424,0,0,79424,"2012",1.087
"010211567","YOUNG MEN'S CHRISTIAN ASSOCIATION OF","EXECUTIVE DIRECTOR","BRIAN DUBOIS","","","BRIAN","DUBOIS","PRE","",2013,1,TRUE,97955,"M","M-M",1,0,0,1,0,1,"M","M",1,0,"P",0,0,0,0,"147","320","5679641","6210917","6253479","6784755","797440","723789","2538546","0","1331974","1216556","2496422","2260670","552260","111036","1663206","1589121","2256048","2122011","4622","374411","6253479","6784755","573838","573838","5679641","6210917","601478","599076","17031","18084","1923470",0,0,40,80714,0,11176,91890,"2013",1.066
"010211567","YOUNG MEN'S CHRISTIAN ASSOCIATION OF","CHEIF EXECUTIVE OFFICER","STEVEN WALLACE","","","STEVEN","WALLACE","","POST",2015,1,TRUE,89282,"M","M-M",1,0,0,0,1,1,"M","M",0,1,"P",0,0,0,0,"179","300","6479289","6129699","7053127","6129699","777352","740349","3736396","0","1197789","1359120","2438927","2222034","286473","206340","1465706","1711998","2047508","2472090","174526","-33163","7053127","6129699","573838","0","6479289","6129699","566182","388557","62344","40160","2216924",0,0,40,86263,0,0,86263,"2015",1.035
"010211807","Sweetser","President & CEO","Mr Carlton D Pendleton","MR","","CARLTON","PENDLETON","PRE","",2013,1,TRUE,349747,"M","M-F",1,0,1,1,0,1,"M","F",1,0,"P",0,0,0,0,"906","400","33722260","37787491","52302883","57254604","2186616","3258743","66394859","351151","48428598","48415464","53752062","52351623","2736959","2396235","30352339","30902346","51451201","52083742","900422","1668320","52302883","57254604","18580623","19467113","33722260","37787491","5002","342273","1141761","2148104","45930533",0,0,40,281484,0,46609,328093,"2013",1.066
"010211807","Sweetser","President & CEO","Ms Debra Taylor","MS","","DEBRA","TAYLOR","","POST",2015,1,TRUE,215894,"F","M-F",1,0,1,0,1,0,"M","F",0,0,"P",0,0,0,0,"955","104","38272562","34894783","53316317","46898972","4627645","3005991","67617684","300448","52345376","51038810","54446795","59116107","1455900","3139140","33773222","32748572","56388038","55646645","2728069","-1199850","53316317","46898972","15043755","12004189","38272562","34894783","28397","232019","2990784","1918118","49113688",0,0,40,197250,0,11343,208593,"2015",1.035
"010212435","St Joseph Hospital","President/CEO","Mary Prybylo","","","MARY","PRYBYLO","PRE","",2012,1,TRUE,360717,"F","F-F",0,1,0,1,0,0,"F","F",0,0,"E",1,0,1,0,"1065","112","20947671","25337656","55078752","73778520","25408","28561","114590638","0","96211654","101019340","102389064","96937863","1341163","652196","41892683","46028196","88255476","95989742","8682387","6399322","55078752","73778520","34131081","48440864","20947671","25337656","1861","10501469","124950","733448","76775656",0,0,40,320700,0,11146,331846,"2012",1.087
"010212435","St Joseph Hospital","President/CEO","Mary Prybylo Ex Officio","","","MARY","EXOFFICIO","","POST",2014,1,TRUE,383964,"F","F-F",0,1,0,0,1,0,"F","F",0,0,"E",1,0,1,0,"1114","114","32211095","29557413","76591969","74781127","121194","19457","131641150","0","111639312","122709539","124406224","112455118","1677228","694612","48569315","49440066","103374658","112689858","9080460","11716366","76591969","74781127","44380874","45223714","32211095","29557413","852723","1365636","1157144","752614","91157216",0,0,40,337013,0,28319,365332,"2014",1.051
"010215213","BOWDOIN COLLEGE","PRESIDENT","BARRY MILLS","","","BARRY","MILLS","PRE","",2014,1,TRUE,566908,"M","M-F",1,0,1,1,0,1,"M","F",1,0,"B",0,1,0,1,"3015","2089","1402502000","1563723000","1735882000","1897816000","44907000","61200000","591186000","6571000","109598000","110873000","289199000","235343000","116265000","80833000","87713000","93882000","181714000","189412000","53629000","99787000","1735882000","1897816000","333380000","334093000","1402502000","1563723000","0","0","60571000","47280000","161495000",0,0,40,441524,0,97875,539399,"2014",1.051
"010215213","BOWDOIN COLLEGE","PRESIDENT","CLAYTON ROSE","","","ROSE","CLAYTON","","POST",2016,1,TRUE,560961,"F","M-F",1,0,1,0,1,0,"M","F",0,0,"B",0,1,0,1,"3050","2206","1494492000","1628859000","1831737000","2036597000","32713000","40302000","556018000","6354000","114296000","117729000","232189000","225173000","73349000","77279000","97343000","98677000","195978000","200578000","29195000","31611000","1831737000","2036597000","337245000","407738000","1494492000","1628859000","0","0","57994000","63582000","169760000",0,0,40,468248,0,74267,542515,"2016",1.034
"010215911","Mid Coast Hospital","CEO (10/1/10 - 6/30/11)","Herbert Paris","","","HERBERT","PARIS","PRE","",2010,1,TRUE,572168,"M","M-F",1,0,1,1,0,1,"M","F",1,0,"E",1,0,1,0,"1141","500","84513037","90885063","134698531","139681202","1750288","1757517","134234149","0","108209426","119216128","122900842","110673680","1907781","688605","56030771","59523676","107511114","114484248","3162566","8416594","134698531","139681202","50185494","48796139","84513037","90885063","7260630","4715779","14591507","14996767","96218142",0,0,15.2,0,405609,98504,504113,"2010",1.135
"010215911","Mid Coast Hospital","President/CEO","Lois N Skillings","","","LOIS","SKILLINGS","","POST",2012,1,TRUE,462479,"F","M-F",1,0,1,0,1,0,"M","F",0,0,"E",1,0,1,0,"1285","500","97142220","104315442","147788861","160736113","1612976","2256197","140295912","0","123422722","132145006","136494576","126160636","2078490","1097814","66643916","70398524","123082104","130628191","3078532","5866385","147788861","160736113","50646641","56420671","97142220","104315442","3161304","5581029","13507857","25668602","112593633",0,0,30.5,0,354884,70580,425464,"2012",1.087
"010217639","WAYFINDER SCHOOLS","CEO","DOROTHY FOOTE","","","DOROTHY","FOOTE","PRE","",2015,1,TRUE,124175,"F","F-M",0,1,1,1,0,0,"F","M",0,0,"P",0,0,0,0,"52","80","8933377","7643339","10759014","7779171","1645986","604097","1064060","151395","211958","190890","1024368","3663451","163037","1746611","1367683","1525843","2026891","2199501","1636560","-1175133","10759014","7779171","1825637","135832","8933377","7643339","227045","94134","0","0","1285836",0,0,40,112788,0,7188,119976,"2015",1.035
"010217639","WAYFINDER SCHOOLS","EXECUTIVE DIRECTOR","PAUL ANDREWS","","","PAUL","ANDREWS","","POST",2017,1,TRUE,105681,"M","F-M",0,1,1,0,1,1,"F","M",0,1,"P",0,0,0,0,"51","85","6987098","6064838","7103261","6289034","581946","359613","2965944","166357","126457","90957","1005144","784024","509528","53733","1364364","1422129","1995898","1989050","-1211874","-983906","7103261","6289034","116163","224196","6987098","6064838","31401","276638","0","0","1060231",0,0,40,98415,0,5092,103507,"2017",1.021
"010227184","ANDROSCOGGIN HOME HEALTH SERVICES INC","CEO/PRESIDENT","JULIE SHACKLEY","","","JULIE","SHACKLEY","PRE","",2015,1,TRUE,238241,"F","F-M",0,1,1,1,0,0,"F","M",0,0,"E",1,0,0,0,"482","246","31127047","32375052","34662887","36209377","565360","538284","33621847","249070","31091335","32367233","33144343","32785670","81114","980866","22697379","24814332","29891246","31896338","2894424","1248005","34662887","36209377","3535840","3834325","31127047","32375052","0","0","5396048","5851236","28508791",0,0,40,211907,0,18278,230185,"2015",1.035
"010227184","ANDROSCOGGIN HOME HEALTH SERVICES INC","CEO/PRESIDENT","KENNETH ALBERT","","","KENNETH","ALBERT","","POST",2017,1,TRUE,182789,"M","F-M",0,1,1,0,1,1,"F","M",0,1,"E",1,0,0,0,"497","235","32951138","34813142","36510765","38289759","557579","361841","63054284","187919","32135057","32067689","34215854","33575019","1634863","679155","26317865","24910530","32998933","32353850","576086","1862004","36510765","38289759","3559627","3476617","32951138","34813142","0","0","5754365","6028640","28875478",0,0,40,174087,0,4942,179029,"2017",1.021
"010227195","BLUE HILL MEMORIAL HOSPITAL","President & CEO","Gregory Roraff","","","GREGORY","RORAFF","PRE","",2012,1,TRUE,330103,"M","M-M",1,0,0,1,0,1,"M","M",1,0,"E",1,0,1,0,"372","117","21787509","24480994","35004678","38107193","370967","484212","58196655","0","53090798","54749733","56020574","54385016","305586","199254","22325053","23331516","53434132","54069102","950884","1951472","35004678","38107193","13217169","13626199","21787509","24480994","62124","63415","4555017","4867079","49503170",0,0,40,274248,0,29435,303683,"2012",1.087
"010227195","BLUE HILL MEMORIAL HOSPITAL","President & CEO","John Ronan","","","JOHN","RONAN","","POST",2014,1,TRUE,283523,"M","M-M",1,0,0,0,1,1,"M","M",0,1,"E",1,0,1,0,"367","111","25996720","26805041","39331935","41065372","658162","396569","64464559","0","52927592","59048121","60326693","54822595","546187","543192","22899603","23224795","52320172","57219874","2502423","3106819","39331935","41065372","13335215","14260331","25996720","26805041","59722","64946","3628092","5271994","52991805",0,0,40,247823,0,21942,269765,"2014",1.051
"010228262","Northeast Hearing & Speech Center Inc","Executive Director","Nancy Steeves","","","NANCY","STEEVES","PRE","",2014,1,TRUE,70790,"F","F-F",0,1,0,1,0,0,"F","F",0,0,"E",1,0,0,0,"30","0","384213","476941","570332","636036","117287","155334","1780405","30243","1384275","1597063","1759878","1507915","7481","6353","1015866","1041232","1622153","1667826","-114238","92052","570332","636036","186119","159095","384213","476941","99233","80853","6283","102672","1385507",0,0,37.5,56032,0,11323,67355,"2014",1.051
"010228262","Northeast Hearing & Speech Center Inc","Executive Director","Laurie Mack","","","LAURIE","MACK","","POST",2016,1,TRUE,97226,"F","F-F",0,1,0,0,1,0,"F","F",0,0,"E",1,0,0,0,"27","0","579656","730062","747462","891097","146016","109220","1866122","28737","1691280","1718640","1836877","1847636","9017","10340","1111895","1131822","1732148","1727618","115488","109259","747462","891097","167806","161035","579656","730062","37296","126777","45725","89024","1439480",0,0,37.5,90422,0,3607,94029,"2016",1.034
"010234189","Northern Maine Medical Center","CEO","Martin B Bernstein","","","MARTIN","BERNSTEIN","PRE","",2009,1,TRUE,235279,"M","M-M",1,0,0,1,0,1,"M","M",1,0,"E",1,0,1,0,"605","50","17843397","14898635","32557593","29391825","400725","227660","44070600","0","42992442","43910006","43874422","43979582","-187032","-29681","21759673","20965773","44943359","46821243","-963777","-2946821","32557593","29391825","14714196","14493190","17843397","14898635","3449017","2446668","1552899","1336455","37874319",0,0,50,198494,0,9533,208027,"2009",1.131
"010234189","Northern Maine Medical Center","CEO","Peter J Sirois","","","PETER","SIROIS","","POST",2011,1,TRUE,249788,"M","M-M",1,0,0,0,1,1,"M","M",0,1,"E",1,0,1,0,"582","19","14955191","23519011","30498280","41506381","183185","326474","53454942","0","45886057","52577591","53450516","46226979","13679","16282","20381884","20365008","46168424","44892978","58555","8557538","30498280","41506381","15543089","17987370","14955191","23519011","1452018","1429127","2046079","5155387","35771164",0,0,50,198204,0,25020,223224,"2011",1.119
"010237721","UNIVERSITY OF MAINE PULP & PAPER FOUNDATION","EXECUTIVE DIREC","JOHN J HEALY","","","JOHN","HEALY","PRE","",2013,1,TRUE,198922,"M","M-F",1,0,1,1,0,1,"M","F",1,0,"S",0,0,0,0,"2","90","19200262","21413942","19200262","21413942","234416","425819","1122351","105729","0","0","937943","3797799","510842","3563184","271258","344210","1278196","1241544","2519603","-303601","19200262","21413942","0","0","19200262","21413942","70495","132766","0","0","895174",0,0,40,157935,0,28671,186606,"2013",1.066
"010237721","UNIVERSITY OF MAINE PULP &","PRESIDENT","CARRIE D ENOS","","","CARRIE","ENOS","","POST",2015,1,TRUE,212826,"F","M-F",1,0,1,0,1,0,"M","F",0,0,"S",0,0,0,0,"3","92","22200101","21490411","22200435","21490411","249640","345647","1267042","71922","0","0","972030","983687","626383","733979","318344","302946","1183399","1182900","-199712","-210870","22200435","21490411","334","0","22200101","21490411","88234","43479","0","0","838558",0,0,40,167250,0,38379,205629,"2015",1.035
"010263385","Thomas College","President","GEORGE SPANN","","","GEORGE","SPANN","PRE","",2011,1,TRUE,408009,"M","M-F",1,0,1,1,0,1,"M","F",1,0,"B",0,1,0,1,"408",NA,"35055766","36739895","43711842","51067152","1955378","2063124","23991783","865554","19198504","20683759","23499716","21860182","570467","514811","6339323","7428876","18628655","21555345","3231527","1944371","43711842","51067152","8656076","14327257","35055766","36739895","1351089","5328748","243200","251964","18647059",0,0,40,292763,0,71856,364619,"2011",1.119
"010263385","THOMAS COLLEGE","PRESIDENT","LAURIE LACHANCE","","","LAURIE","LACHANCE","","POST",2013,1,TRUE,241753,"F","M-F",1,0,1,0,1,0,"M","F",0,0,"B",0,1,0,1,"460","0","40959903","45831128","53630085","65292946","3593971","3934899","34702581","842506","21902555","23723444","28388639","26350683","547246","675686","8399650","8850891","22886936","24916109","3463747","3472530","53630085","65292946","12670182","19461818","40959903","45831128","1689547","2883827","286792","722428","22303825",0,0,40,208637,0,18148,226785,"2013",1.066
"010266854","ELMHURST INC","EXECUTIVE DIRECTOR","DARLENE MACKINNON","","","DARLENE","MACKINNON","PRE","",2013,1,TRUE,81775,"F","F-M",0,1,1,1,0,0,"F","M",0,0,"G",0,0,0,0,"126","0","4342492","4800859","6443133","6860220","21015","21243","3863118","0","3697346","3827365","3863118","3728247","14510","9886","2358786","2398954","3363497","3404751","364750","458367","6443133","6860220","2100641","2059361","4342492","4800859","0","0","3432413","3926166","2973031",0,0,40,76712,0,0,76712,"2013",1.066
"010266854","ELMHURST INC","executive dIRECTOR","alex kautzman","","","ALEX","KAUTZMAN","","POST",2015,1,TRUE,70179,"M","F-M",0,1,1,0,1,1,"F","M",0,1,"G",0,0,0,0,"127","1","5201383","5565717","7198997","7483637","24176","18094","4005959","0","3908185","3951874","4005959","3954188","35991","21827","2512685","2616698","3553664","3641625","400524","364334","7198997","7483637","1997614","1917920","5201383","5565717","0","0","4362366","4619704","3197237",0,0,40,67806,0,0,67806,"2015",1.035
"010267392","MAINE CHILDREN'S HOME","EXECUTIVE DIRECTOR","SHARON ABRAMS","","","SHARON","ABRAMS","PRE","",2015,1,TRUE,82023,"F","F-M",0,1,1,1,0,0,"F","M",0,0,"L",0,0,0,0,"51","157","9016366","8389792","9205107","8617541","806241","773697","3414980","148637","620254","756306","1812913","1708053","293720","278395","1187815","1358136","1877282","2044475","-169229","-231562","9205107","8617541","188741","227749","9016366","8389792","75254","76050","136923","168275","1700104",0,0,40,76791,0,2458,79249,"2015",1.035
"010267392","MAINE CHILDREN'S HOME","EXECUTIVE DI","RICHARD L DORIAN","","","RICHARD","DORIAN","","POST",2017,1,TRUE,87331,"M","F-M",0,1,1,0,1,1,"F","M",0,1,"L",0,0,0,0,"59","226","8709603","9079207","9014897","9412086","1417867","998531","3634076","164849","899105","909883","2146359","2616519","263537","279324","1590032","1769693","2380919","2473057","235600","-326698","9014897","9412086","305294","332879","8709603","9079207","139010","121869","262739","260308","2171347",0,0,40,63724,0,21811,85535,"2017",1.021
"010269802","GIRL SCOUTS OF MAINE","CHIEF EXECUTIVE OFFICER","JOAN M MCDONALD","","","JOAN","MCDONALD","PRE","",2013,1,TRUE,122289,"F","F-F",0,1,0,1,0,0,"F","F",0,0,"O",0,0,0,0,"152","3350","3390645","3551904","3980720","4096959","216407","307904","7681614","124354","489557","502815","3843948","3561951","386646","100088","2476388","2366602","3642208","3565092","-80257","278856","3980720","4096959","590075","545055","3390645","3551904","152232","172256","87961","63086","3167264",0,0,40,111806,0,2912,114718,"2013",1.066
"010269802","GIRL SCOUTS OF MAINE","CHIEF EXECUTIVE OFFICER","JOANNE CREPEAU","","","JOANNE","CREPEAU","","POST",2015,1,TRUE,117912,"F","F-F",0,1,0,0,1,0,"F","F",0,0,"O",0,0,0,0,"152","3082","3464947","3670905","3911975","4167433","313246","265924","6970731","152381","512283","643767","3494432","3417084","53319","94871","2216620","2268253","3335357","3448051","81727","46381","3911975","4167433","447028","496528","3464947","3670905","12778","54896","139179","326611","3026239",0,0,40,105724,0,8201,113925,"2015",1.035
"010271210","Husson University","President & CEO","William Beardsley","","","WILLIAM","BEARDSLEY","PRE","",2009,1,TRUE,420813,"M","M-M",1,0,0,1,0,1,"M","M",1,0,"B",0,1,0,0,"921",NA,"37872593","43825496","59716085","63585482","2117096","1705754","40536080","557679","32850536","38249877","40536080","35553285","230279","273818","15827341","17956868","33845325","38106323","1707960","2429757","59716085","63585482","21843492","19759986","37872593","43825496","7498","0","113572","2044232","29254782",0,0,40,327972,0,44100,372072,"2009",1.131
"010271210","Husson University","President","Robert Clark","","","ROBERT","CLARK","","POST",2011,1,TRUE,309201,"M","M-M",1,0,0,0,1,1,"M","M",0,1,"B",0,1,0,0,"1237",NA,"49246720","54762214","63294559","78886027","2024200","2954973","50872176","1346332","42546932","47098291","50872176","45336136","270022","259961","20827266","24584343","41981950","46573856","3354186","4298320","63294559","78886027","14047839","24123813","49246720","54762214","0","0","35955","60697","37046601",0,0,40,250292,0,26027,276319,"2011",1.119
"010272879","Skills Inc","CEO","Thomas Davis","","","THOMAS","DAVIS","PRE","",2015,1,TRUE,199223,"M","M-F",1,0,1,1,0,1,"M","F",1,0,"P",0,0,0,0,"440","10","1874646","1343045","6566947","4211962","610921","813481","14925287","0","13123146","12078394","12820861","13777551","-99514","6459","8670227","7534348","14716896","13365773","-939345","-544912","6566947","4211962","4692301","2868917","1874646","1343045","4279","326836","224223","131346","11969982",0,0,40,179768,0,12718,192486,"2015",1.035
"010272879","Skills Inc","Executive Director","Stephanie Johnson","","","STEPHANIE","JOHNSON","","POST",2017,1,TRUE,99051,"F","M-F",1,0,1,0,1,0,"M","F",0,0,"P",0,0,0,0,"335","9","1141364","1334607","4018347","3830217","594213","634201","9967469","0","8461326","8704221","9338284","9077944","-11313","505","6688399","6758475","9313913","9173338","-235969","164946","4018347","3830217","2876983","2495610","1141364","1334607","333213","101837","234514","252406","7994260",0,0,40,96217,0,797,97014,"2017",1.021
"010275130","Unity College","President","Mitchell Thomashow","","","MITCHELL","THOMASHOW","PRE","",2010,1,TRUE,239294,"M","M-M",1,0,0,1,0,1,"M","M",1,0,"B",0,1,0,1,"646","160","13442615","15387696","17024723","19018184","2360960","2813629","26410216","384681","15172589","16290263","19381849","17461373","112927","-93652","6850199","7166126","16425207","17822808","1036166","1559041","17024723","19018184","3582108","3630488","13442615","15387696","513958","906259","5115032","5823006","14116841",0,0,40,171505,0,39327,210832,"2010",1.135
"010275130","Unity College","President, Trustee","Stephen Mulkey","","","STEPHEN","MULKEY","","POST",2012,1,TRUE,217517,"M","M-M",1,0,0,0,1,1,"M","M",0,1,"B",0,1,0,1,"671","5","26602058","28100341","30846564","32206978","12016466","2244774","27479489","445776","16443999","15917239","18993970","28873474","688332","268304","7484169","7687172","17911087","18014574","10962387","979396","30846564","32206978","4244506","4106637","26602058","28100341","985818","1068693","5982583","6045215","14151563",0,1,40,173377,0,26731,200108,"2012",1.087
"010277678","Kennebec Valley Community Action Program","Chief Executive Officer","Patricia Kosma","","","PATRICIA","KOSMA","PRE","",2013,1,TRUE,137856,"F","F-F",0,1,0,1,0,0,"F","F",0,0,"P",0,0,0,0,"296","929","3046640","2900113","17765620","17732741","10758842","10220283","16165975","97090","6234676","5613770","16010034","17044738","-9513","-15310","9130176","9342010","16762111","16156561","282627","-146527","17765620","17732741","14718980","14832628","3046640","2900113","4475","5325","2023319","2066278","14588615",0,0,40,117680,0,11641,129321,"2013",1.066
"010277678","KENNEBEC VALLEY COMMUNITY ACTION","EXECUTIVE DI","SUZANNE WALSH","","","SUZANNE","WALSH","","POST",2015,1,TRUE,123664,"F","F-F",0,1,0,0,1,0,"F","F",0,0,"P",0,0,0,0,"328","1411","2786090","2448665","18112414","17547306","10706667","13703325","23043115","25753","9410966","9214571","22924334","20128954","-6403","-679","9845590","11190534","20242977","23261759","-114023","-337425","18112414","17547306","15326324","15098641","2786090","2448665","5675","6375","2463927","2095573","21455093",0,0,40,107777,0,11705,119482,"2015",1.035
"010278395","WOODFORDS FAMILY SERVICES","EXECUTIVE DIRECTOR","PAUL A NAU","","","PAUL","NAU","PRE","",2015,1,TRUE,120752,"M","M-M",1,0,0,1,0,1,"M","M",1,0,"B",0,1,0,0,"609","14","2202226","2680491","3736210","4877197","102380","142435","18511259","0","16062893","18303713","18491774","16211929","5434","1293","12079738","13800308","16348406","18024102","-136477","467672","3736210","4877197","1533984","2196706","2202226","2680491","41797","58761","1101990","193198","15370466",0,0,40,107874,0,8795,116669,"2015",1.035
"010278395","WOODFORDS FAMILY SERVICES","EXECUTIVE DIRECTOR","MARK EVES","","","MARK","EVES","","POST",2017,1,TRUE,116864,"M","M-M",1,0,0,0,1,1,"M","M",0,1,"B",0,1,0,0,"747","12","3192311","3929949","5371201","6372445","236895","298484","24092456","0","20481066","23720601","24060148","20760592","9087","7549","15738487","18104182","20286806","23342950","473786","717198","5371201","6372445","2178890","2442496","3192311","3929949","62846","92526","1367280","1977490","20236962",0,0,40,104854,0,9606,114460,"2017",1.021
"010280723","YORK-CUMBERLAND ASSOC FOR HANDICAPPED","EXECUTIVE DIREC","SUSAN PERCY","","","SUSAN","PERCY","PRE","",2013,1,TRUE,145118,"F","F-F",0,1,0,1,0,0,"F","F",0,0,"J",0,0,0,0,"398","0","15368206","16057513","18575003","19265375","7617","8842","11494653","0","10308575","10251227","10544712","10610961","86120","86725","7856214","8392373","9593349","10455471","1017612","89241","18575003","19265375","3206797","3207862","15368206","16057513","1478","4640","7851102","8315580","8838303",0,0,45,128865,0,7268,136133,"2013",1.066
"010280723","YORK-CUMBERLAND ASSOC FOR HANDICAPPED","EXECUTIVE DIREC","HEIDI HOWARD","","","HEIDI","HOWARD","","POST",2015,1,TRUE,184054,"F","F-F",0,1,0,0,1,0,"F","F",0,0,"J",0,0,0,0,"453","0","16234177","16920290","19381247","20117744","3698","36586","14525702","0","10751034","13098508","13607949","11094968","110285","105661","8746009","10202945","11045435","12890064","49533","717885","19381247","20117744","3147070","3197454","16234177","16920290","5473","6074","1949320","1486273","11193690",0,0,45,164034,0,13796,177830,"2015",1.035
"010284340","Goodwill Industries of Northern NE","Executive Direc","Michael Couglin","","","MICHAEL","COUGLIN","PRE","",2010,1,TRUE,210456,"M","M-F",1,0,1,1,0,1,"M","F",1,0,"J",0,0,0,0,"2509","460","12120918","14510832","37158669","39826786","1653660","1342387","63882962","308891","25551145","26150669","60650799","57477172","71769","66681","33772935","36980342","55907797","58269115","1569375","2381684","37158669","39826786","25037751","25315954","12120918","14510832","1289985","1347623","5271490","6498150","53310397",0,0,40,161484,0,23940,185424,"2010",1.135
"010284340","Goodwill Industries of Northern NE","CEO","Anne Roosevelt","","","ANNE","ROOSEVELT","","POST",2012,1,TRUE,263330,"F","M-F",1,0,1,0,1,0,"M","F",0,0,"J",0,0,0,0,"2811","1149","15658742","19845149","43633786","47782192","7439704","7482478","74988351","264130","19524278","18276772","70315362","65411975","498702","-69229","39540614","41519711","62844991","66198100","2566984","4117262","43633786","47782192","27975044","27937043","15658742","19845149","3503789","3001634","2092148","6254713","60230749",0,0,40,227196,0,15058,242254,"2012",1.087
"010288363","CRISIS AND COUNSELING CENTERS INC","CHIEF EXEC O","LYNN DUBY","","","LYNN","DUBY","PRE","",2013,1,TRUE,111281,"F","F-M",0,1,1,1,0,0,"F","M",0,0,"F",0,0,0,0,"199",NA,"1172434","1113447","2278323","3192566","2263454","2212605","7277429","5768","5626985","5016006","7277429","7940368","1129","580","6543616","6066677","7913279","7336416","27089","-58987","2278323","3192566","1105889","2079119","1172434","1113447","0","0","671983","89221","5791675",0,0,40,90257,0,14134,104391,"2013",1.066
"010288363","CRISIS AND COUNSELING CENTERS INC","CHIEF EXEC O","MICHAEL MITCHELL","","","MICHAEL","MITCHELL","","POST",2015,1,TRUE,120292,"M","F-M",0,1,1,0,1,1,"F","M",0,1,"F",0,0,0,0,"150","15","1218147","1422330","3126514","3302550","2124068","2242797","6550210","15997","4272161","4299931","6550210","6400197","477","326","5174186","5210201","6295497","6346027","104700","204183","3126514","3302550","1908367","1880220","1218147","1422330","0","0","440319","567454","4870382",0,0,40,95710,0,20514,116224,"2015",1.035
"010315000","Portland Electrical Joint Apprenticeship","Executive Director","Don R Berry","","","DON","BERRY","PRE","",2013,1,TRUE,44897,"M","M-M",1,0,0,1,0,1,"M","M",1,0,"J",0,0,0,0,"0","0","269997","200984","284005","214413","38954","36737","233285","0","195555","159774","200359","239219","416","679","103205","101637","272958","269372","-33739","-69013","284005","214413","14008","13429","269997","200984","19159","20817","221093","159296","221512",0,0,24,0,42117,0,42117,"2013",1.066
"010315000","Portland Electrical Joint Apprenticeship","Executive Director","Alan Shepard","","","ALAN","SHEPARD","","POST",2015,1,TRUE,83311,"M","M-M",1,0,0,0,1,1,"M","M",0,1,"J",0,0,0,0,"9","0","169312","171252","195390","193182","28791","37940","324662","6968","200989","254334","302531","258925","204","308","124258","142392","290596","300591","-31671","1940","195390","193182","26078","21930","169312","171252","20404","40005","109387","91118","240394",0,0,40,80494,0,0,80494,"2015",1.035
