"FilerEIN","FilerName1","TitleTxt","PersonNm","salutation","suffix","first_name","last_name","PRE","POST","FormYr","N","complete.panel","TOTCOMP","gender","TYPE","BASELINE.MALE","BASELINE.FEMALE","GEN.CHANGE","pre","post","male","GENDER.PRE","GENDER.POST","pre.male","post.male","NTEE1","HEALTH","EDU","HOSP","UNIV","TOTEMPLOYEE","TOTVOLUNTEERS","TOTNETASSETSBEGYEAR","TOTNETASSETSENDYEAR","TOTLIABNABEGYEAR","TOTLIABNAENDYEAR","CONTRIBPRIOR","CONTRIBCURRENT","GROSSRECEIPTS","TOTFUNDEXP","PSRPRIOR","PSRCURRENT","TOTALREVCURRENT","TOTALREVPRIOR","INVINCCURRENT","INVINCPRIOR","SALARIESPRIOR","SALARIESCURRENT","TOTALEXPPRIOR","TOTALEXPCURRENT","REVLESSEXPPRIOR","REVLESSEXPCURRENT","TOTALASSETSBEGYEAR","TOTALASSETSENDYEAR","TOTALLIABBEGYEAR","TOTALLIABENDYEAR","NETASSETSBEGYEAR","NETASSETSENDYEAR","CASHBEGYEAR","CASHENDYEAR","SAVINVBEGYEAR","SAVINVENDYEAR","TOTALPROGSERVEXP","Trustee","TRUST","AvgHrs","RptCmpOrg","RptCmpRltd","OtherComp","totalComp","FISYR","inf.factor"
"146022433","TRI-COUNTY UNITED WAY INC","EXECUTIVE DIREC","BARBARA SWEET","","","BARBARA","SWEET","PRE","",2015,1,TRUE,82615,"F","F-M",0,1,1,1,0,0,"F","M",0,0,"T",0,0,0,0,"10","744","882446","935827","1307243","1390141","741679","856021","886720","117144","0","0","874384","767320","19235","21967","246164","207829","830771","815702","-63451","58682","1307243","1390141","424797","454314","882446","935827","100","0","151092","241366","577775",0,0,35,68191,0,11630,79821,"2015",1.035
"146022433","TRI-COUNTY UNITED WAY INC","EXECUTIVE DIRECTOR","DUANE VAUGHN","","","DUANE","VAUGHN","","POST",2017,1,TRUE,76001,"M","F-M",0,1,1,0,1,1,"F","M",0,1,"T",0,0,0,0,"9","525","1003483","1042853","1466579","1469224","696751","736410","799844","63385","0","0","773646","768003","19583","35361","232484","229040","791391","832270","-23388","-58624","1466579","1469224","463096","426371","1003483","1042853","0","0","212266","209577","687155",0,0,35,74438,0,0,74438,"2017",1.021
"146026681","WOODSTOCK GUILD OF CRAFTSMEN INC","EXECUTIVE DIRECTOR","MATHEW LEAYCRAFT","","","MATHEW","LEAYCRAFT","PRE","",2012,1,TRUE,81089,"M","M-M",1,0,0,1,0,1,"M","M",1,0,"B",0,1,0,0,"9","21","1525336","1491093","2104170","2060965","139628","175269","642307","35906","367630","373082","642307","653959","42380","74405","212181","248496","642602","676550","11357","-34243","2104170","2060965","578834","569872","1525336","1491093","55234","52843","0","0","562454",0,0,40,74599,0,0,74599,"2012",1.087
"146026681","WOODSTOCK GUILD OF CRAFTSMEN INC","EXECUTIVE DIRECTOR","JEREMY SMALE-ADAMS","","","JEREMY","SMALE-ADAMS","","POST",2014,1,TRUE,78825,"M","M-M",1,0,0,0,1,1,"M","M",0,1,"B",0,1,0,0,"7","50","1568539","1587137","2089601","2222697","168401","218149","909798","26002","383792","440911","754062","692390","41536","75132","213612","246147","614944","630630","77446","123432","2089601","2222697","521062","635560","1568539","1587137","117869","253267","0","0","528817",0,0,40,75000,0,0,75000,"2014",1.051
"146032117","ULSTER COMMUNITY COLLEGE ASSOCIATION","PRESIDENT","THOMAS D'AMICANTONIO","","","THOMAS","DAMICANTONIO","PRE","",2015,1,TRUE,102755,"M","M-M",1,0,0,1,0,1,"M","M",1,0,"B",0,1,0,0,"11","10","584465","471259","616616","500790","39900","66477","542116","0","448765","441127","542116","536116","1555","2090","263085","337295","574590","655322","-38474","-113206","616616","500790","32151","29531","584465","471259","19377","70843","534980","381472","627468",0,0,2,0,66187,33093,99280,"2015",1.035
"146032117","ULSTER COMMUNITY COLLEGE","PRESIDENT","DR NICHOLA HARRIS","DR","","HARRIS","NICHOLA","","POST",2017,1,TRUE,105959,"M","M-M",1,0,0,0,1,1,"M","M",0,1,"B",0,1,0,0,"10","0","425476","465660","462622","513290","63500","73849","685793","0","531894","574106","668692","624124","2462","1661","352491","308752","669907","628508","-45783","40184","462622","513290","37146","47630","425476","465660","110778","145719","299823","318675","601608",0,0,2,0,65590,38190,103780,"2017",1.021
"150346515","ALICE HYDE MEDICAL CENTER","President/CEO","John W Johnson","","","JOHN","JOHNSON","PRE","",2011,1,TRUE,338807,"M","M-M",1,0,0,1,0,1,"M","M",1,0,"E",1,0,1,0,"752","195","24001042","22191487","42757390","40880625","1334532","679381","67673894","108743","65582571","65478952","67363644","67754087","-36587","283073","41629399","42510371","67104639","69173199","649448","-1809555","42757390","40880625","18756348","18689138","24001042","22191487","521054","46408","0","0","59728259",0,0,40,302777,0,0,302777,"2011",1.119
"150346515","ALICE HYDE MEDICAL CENTER","PRESIDENT/CEO","DOUG DIVELLO","","","DOUG","DIVELLO","","POST",2013,1,TRUE,279543,"M","M-M",1,0,0,0,1,1,"M","M",0,1,"E",1,0,1,0,"700","53","23150505","30071340","39770508","77817559","2372179","9472295","76251875","68367","67247947","64979554","74557026","69661809","207838","101036","42464846","41415481","68779203","67708688","882606","6848338","39770508","77817559","16620003","47746219","23150505","30071340","1162831","2112878","0","0","57030806",0,0,40,258802,0,3433,262235,"2013",1.066
"150532059","ASSOCIATION FOR VISION REHABILITATION","CEO/President","Robert K Hanye","","","ROBERT","HANYE","PRE","",2012,1,TRUE,174794,"M","M-M",1,0,0,1,0,1,"M","M",1,0,"J",0,0,0,0,"76","5","12091717","12454297","12756875","13164426","601446","606283","9050400","189747","410976","492271","3694600","3680013","-207","4075","2795926","3014483","3473975","3775321","206038","-80721","12756875","13164426","665158","710129","12091717","12454297","377181","68365","520269","522372","2947290",0,0,40,139490,0,21314,160804,"2012",1.087
"150532059","ASSOCIATION FOR VISION REHABILITATION","CEO/PRESIDENT","Kenny Fernald","","","KENNY","FERNALD","","POST",2014,1,TRUE,144364,"M","M-M",1,0,0,0,1,1,"M","M",0,1,"J",0,0,0,0,"75","2","12965360","13916461","13574704","15683323","602266","2115073","11173266","169259","468830","480518","5195243","3511674","4397","1933","2971409","2876621","3752666","3695692","-240992","1499551","13574704","15683323","609344","1766862","12965360","13916461","234510","406520","324380","171115","2919655",0,0,40,109119,0,28240,137359,"2014",1.051
"150532090","CHILDREN'S HOME OF WYOMING CONFERENCE","CEO","ROBERT HOUSER","","","ROBERT","HOUSER","PRE","",2014,1,TRUE,211847,"M","M-M",1,0,0,1,0,1,"M","M",1,0,"P",0,0,0,0,"359","37","10680328","10822162","14474904","14137396","703076","596344","18070140","213232","16580639","16521581","17382695","17791583","285096","514414","12139590","11563025","18134708","17113939","-343125","268756","14474904","14137396","3794576","3315234","10680328","10822162","99172","71852","1917891","1141506","15264932",0,0,35,175359,0,26208,201567,"2014",1.051
"150532090","CHILDREN'S HOME OF WYOMING CONFERENCE","PRESIDENT/CEO","GEORGE DERMODY","","","GEORGE","DERMODY","","POST",2016,1,TRUE,226630,"M","M-M",1,0,0,0,1,1,"M","M",0,1,"P",0,0,0,0,"412","12","11970206","12609158","15132945","15375387","703898","616845","19853208","215130","17483775","18507831","19273426","18396481","148585","225701","11560482","13241938","17061305","19088990","1335176","184436","15132945","15375387","3162739","2766229","11970206","12609158","87387","49001","2806071","2166165","17083024",0,0,35,178254,0,40924,219178,"2016",1.034
"150532245","ST ELIZABETH MEDICAL CENTER","CEO","RICHARD KETCHAM","","","RICHARD","KETCHAM","PRE","",2013,1,TRUE,452962,"M","M-M",1,0,0,1,0,1,"M","M",1,0,"E",1,0,1,0,"2172","174","503725","32460032","142139366","131947713","8059917","1391042","197289538","0","189765421","190380839","197187565","204404700","687863","155586","121029866","122443106","201000517","202088432","3404183","-4900867","142139366","131947713","141635641","99487681","503725","32460032","3893710","4317991","0","0","180215506",0,0,40,403875,0,21042,424917,"2013",1.066
"150532245","ST ELIZABETH MEDICAL CENTER","TRUSTEE, PRESIDENT/CEO","SCOTT PERRA FACHE","","","SCOTT","FACHE","","POST",2015,1,TRUE,863227,"M","M-M",1,0,0,0,1,1,"M","M",0,1,"E",1,0,1,0,"2107","164","7849634","4590940","131217244","126538702","2141830","1526015","213519379","0","199525092","205681545","213519379","208349171","337278","393243","122730809","123281789","213159334","216361021","-4810163","-2841642","131217244","126538702","123367610","121947762","7849634","4590940","5239749","5860044","0","0","193945638",0,1,20,0,802079,31957,834036,"2015",1.035
"150532276","WELLS COLLEGE","PRESIDENT EMERITUS","LISA MARSH RYERSON","","","LISA","RYERSON","PRE","",2014,1,TRUE,182621,"F","F-M",0,1,1,1,0,0,"F","M",0,0,"B",0,1,0,1,"666","0","61507107","61421954","67468271","69595501","4316829","4401082","44630200","1038265","26843852","28288425","35378972","34835032","2420121","3408514","10715246","11030681","33034661","34164166","1800371","1214806","67468271","69595501","5961164","8173547","61507107","61421954","3319577","2976179","47462","47562","27952923",0,0,35,169521,0,4238,173759,"2014",1.051
"150532276","WELLS COLLEGE","PRESIDENT","JONATHAN GIBRALTER","","","JONATHAN","GIBRALTER","","POST",2016,1,TRUE,336196,"M","F-M",0,1,1,0,1,1,"F","M",0,1,"B",0,1,0,1,"723","19","62576266","63644769","70392510","72440192","5740625","4124064","35776481","644726","30783949","28887970","34358388","40820918","1151963","4243615","11511772","8648963","36300990","35407184","4519928","-1048796","70392510","72440192","7816244","8795423","62576266","63644769","2703777","2665648","9607","9614","28786932",0,0,35,318186,0,6955,325141,"2016",1.034
"150532279","YWCA OF THE MOHAWK VALLEY","EXECUTIVE DIRECTOR","NATALIE BROWN","","","NATALIE","BROWN","PRE","",2014,1,TRUE,112334,"F","F-F",0,1,0,1,0,0,"F","F",0,0,"P",0,0,0,0,"64","26","4057554","4079520","4260461","4287613","1455687","1497095","2702603","140981","484720","488772","2420014","2051204","433712","105401","1591134","1575325","2196297","2197935","-145093","222079","4260461","4287613","202907","208093","4057554","4079520","37159","54622","40105","52092","1596311",0,0,35,100381,0,6502,106883,"2014",1.051
"150532279","YWCA OF THE MOHAWK VALLEY","EXECUTIVE DIRECTOR","DIANNE STANCATO","","","DIANNE","STANCATO","","POST",2016,1,TRUE,101609,"F","F-F",0,1,0,0,1,0,"F","F",0,0,"P",0,0,0,0,"62","0","3813462","3558129","4230251","3830608","1757964","1738871","2858407","207612","431131","409360","2345790","2257612","197423","68517","1653925","1880965","2340312","2717806","-82700","-372016","4230251","3830608","416789","272479","3813462","3558129","330813","221403","2802","2795","2083155",0,0,35,95174,0,3094,98268,"2016",1.034
"150533545","PAUL SMITHS COLLEGE","PRESIDENT","JOHN W MILLS","","","JOHN","MILLS","PRE","",2013,1,TRUE,295406,"M","M-F",1,0,1,1,0,1,"M","F",1,0,"B",0,1,0,1,"1110","100","53730412","54304018","77559891","78515487","3398547","3103116","36110511","1044169","32751942","30654358","34598326","37245905","170535","180423","11539879","11648346","36135542","36574639","1110363","-1976313","77559891","78515487","23829479","24211469","53730412","54304018","184677","136575","0","0","33270638",0,0,40,257131,0,19985,277116,"2013",1.066
"150533545","PAUL SMITHS COLLEGE","PRESIDENT","CATHY DOVE","","","CATHY","DOVE","","POST",2015,1,TRUE,347106,"F","M-F",1,0,1,0,1,0,"M","F",0,0,"B",0,1,0,1,"841","125","57367537","55178211","79210340","75961809","7926677","4431107","36632421","1259356","29848980","30005132","35458118","39074398","260841","482819","10732903","12314158","35864544","37059986","3209854","-1601868","79210340","75961809","21842803","20783598","57367537","55178211","101370","692426","0","0","33434673",0,0,40,322118,0,13250,335368,"2015",1.035
"150539110","NEW YORK STATE HISTORICAL ASSOCIATION","PRESIDENT","STEPHEN ELLIOTT","","","STEPHEN","ELLIOTT","PRE","",2010,1,TRUE,147905,"M","M-M",1,0,0,1,0,1,"M","M",1,0,"A",0,0,0,0,"149","191","42125526","43374219","42598854","43770052","1840729","1534501","15589387","0","638511","902796","3077052","-2110867","804278","-4509030","1754550","1858054","4695825","4865515","-6806692","-1788463","42598854","43770052","473328","395833","42125526","43374219","0","0","8426233","3263660","1451823",0,0,40,111930,0,18383,130313,"2010",1.135
"150539110","NEW YORK STATE HISTORICAL ASSOCIATION","President","Paul D'Ambrosio","","","PAUL","DAMBROSIO","","POST",2012,1,TRUE,111418,"M","M-M",1,0,0,0,1,1,"M","M",0,1,"A",0,0,0,0,"129","184","41311557","43410888","41668391","43856948","1269263","1405160","10301332","0","1015267","860774","3029050","4680378","748277","2306910","1848310","1855306","4898712","4892297","-218334","-1863247","41668391","43856948","356834","446060","41311557","43410888","0","0","3744506","6537799","1684645",0,0,40,102500,0,0,102500,"2012",1.087
"150543658","CAZENOVIA COLLEGE","PRESIDENT","MARK TIERNO","","","MARK","TIERNO","PRE","",2015,1,TRUE,146050,"M","M-M",1,0,0,1,0,1,"M","M",1,0,"B",0,1,0,1,"953","0","41794060","40342002","65414570","66133098","2177799","1962528","46437069","1046730","41203419","41901244","44969878","45105269","1009888","1639746","14810488","14770302","44805977","45406477","299292","-436599","65414570","66133098","23620510","25791096","41794060","40342002","142444","136402","0","0","40959355",0,0,37.5,127941,0,13170,141111,"2015",1.035
"150543658","CAZENOVIA COLLEGE","PRESIDENT","RONALD CHESBROUGH","","","RONALD","CHESBROUGH","","POST",2017,1,TRUE,291533,"M","M-M",1,0,0,0,1,1,"M","M",0,1,"B",0,1,0,1,"870","18","39036440","35942856","54747386","50871260","2003936","2644511","67813797","696890","39575252","33688335","38205853","46654472","1778209","4989884","14667071","13739742","44843760","40075049","1810712","-1869196","54747386","50871260","15710946","14928404","39036440","35942856","252372","914852","0","0","36636065",0,0,37.5,273143,0,12394,285537,"2017",1.021
"150545841","LE MOYNE COLLEGE","TRUSTEE/PRES. UNTIL 6/30/14","FRED P PESTELLO","","","FRED","PESTELLO","PRE","",2014,1,TRUE,242978,"M","M-F",1,0,1,1,0,1,"M","F",1,0,"B",0,1,0,1,"1760","3786","209153360","218525395","293828153","301859062","8661636","10120680","159138191","2115953","99788057","106602684","123199887","116356568","5544181","7073065","43700072","44774054","108362231","115335418","7994337","7864469","293828153","301859062","84674793","83333667","209153360","218525395","27101640","18498142","0","0","99092883",0,1,35,230120,0,1067,231187,"2014",1.051
"150545841","LE MOYNE COLLEGE","PRESIDENT/TRUSTEE","LINDA LEMURA PHD","PHD","","LINDA","LEMURA","","POST",2016,1,TRUE,452470,"F","M-F",1,0,1,0,1,0,"M","F",0,0,"B",0,1,0,1,"1691","3808","214739515","232501868","310731364","332540236","11949274","8093547","159027826","2330196","110580329","117363596","130093695","127252629","3408116","3469270","47063970","49632411","121970843","128765895","5281786","1327800","310731364","332540236","95991849","100038368","214739515","232501868","21918973","26311529","0","0","111003365",0,1,35,421696,0,15896,437592,"2016",1.034
"150547367","THE FARMERS MUSEUM INC","PRESIDENT","D STEPHEN ELLIOTT","","","D","ELLIOTT","PRE","",2010,1,TRUE,147905,"M","M-M",1,0,0,1,0,1,"M","M",1,0,"A",0,0,0,0,"186","222","49885196","52409693","50150813","52810884","984057","584271","15160290","0","394985","443693","1869549","-4211541","830739","-5594830","2257644","2408082","3970612","4311816","-8182153","-2442267","50150813","52810884","265617","401191","49885196","52409693","0","0","11537332","4640518","1578144",0,0,40,111930,0,18383,130313,"2010",1.135
"150547367","THE FARMERS MUSEUM INC","PRESIDENT","PAUL D'AMBROSIO","","","PAUL","DAMBROSIO","","POST",2012,1,TRUE,111418,"M","M-M",1,0,0,0,1,1,"M","M",0,1,"A",0,0,0,0,"166","192","50435430","54408530","50661641","54733187","735941","544542","12744765","0","726272","773862","2541917","4432525","1223513","2970312","2433335","2363504","4381824","4182660","50701","-1640743","50661641","54733187","226211","324657","50435430","54408530","0","0","4334877","8889001","1745492",0,0,40,102500,0,0,102500,"2012",1.087
"150548010","COMMUNITY MEMORIAL HOSPITAL INC","PRESIDENT/CEO","DAVID FELTON","","","DAVID","FELTON","PRE","",2011,1,TRUE,360546,"M","M-M",1,0,0,1,0,1,"M","M",1,0,"E",1,0,1,0,"409","25","8514235","7594237","19968508","20007959","544768","531766","41347915","0","40525947","40370075","41237025","41490450","32555","75074","21832726","22683919","43394569","42846907","-1904119","-1609882","19968508","20007959","11454273","12413722","8514235","7594237","0","0","4216045","4342398","39201918",0,0,40,285442,0,36762,322204,"2011",1.119
"150548010","COMMUNITY MEMORIAL HOSPITAL INC","PRESIDENT/CEO","SEAN FADALE","","","SEAN","FADALE","","POST",2013,1,TRUE,325063,"M","M-M",1,0,0,0,1,1,"M","M",0,1,"E",1,0,1,0,"432","25","8093939","12041782","19681324","22932498","744789","3525478","43339504","0","40204010","39395336","43243253","41306288","98546","32047","21769730","21879986","40947844","41999214","358444","1244039","19681324","22932498","11587385","10890716","8093939","12041782","0","0","5323754","7073285","38388581",0,0,40,250885,0,54052,304937,"2013",1.066
"150551234","AUXILIARY SERVICES CORPORATION OF","PRESIDENT","JOHN BULLIS","","","JOHN","BULLIS","PRE","",2012,1,TRUE,87650,"M","M-M",1,0,0,1,0,1,"M","M",1,0,"B",0,1,0,0,"88","0","2959897","2962736","4450388","4624724","0","0","5080840","0","111700","82200","1351085","1426027","10891","22918","593095","593415","984967","1340415","441060","10670","4450388","4624724","1490491","1661988","2959897","2962736","3078418","3195087","118663","118878","1162404",0,0,1,0,80635,0,80635,"2012",1.087
"150551234","AUXILIARY SERVICES CORPORATION OF","PRESIDENT","THOMAS SQUIRES","","","THOMAS","SQUIRES","","POST",2014,1,TRUE,165639,"M","M-M",1,0,0,0,1,1,"M","M",0,1,"B",0,1,0,0,"80","0","2797778","2282000","4528954","3870370","0","0","3981475","0","86300","86300","785768","1186314","7144","8457","580284","503961","1357114","1290390","-170800","-504622","4528954","3870370","1731176","1588370","2797778","2282000","3058429","1119003","118948","1329856","1137969",0,0,1,0,115578,42023,157601,"2014",1.051
"150561718","NYSARC INC ONONDAGA COUNTY CHAPTER","EXEC DIRECTOR","STANFORT PERRY","","","PERRY","STANFORT","PRE","",2012,1,TRUE,257014,"M","M-F",1,0,1,1,0,1,"M","F",1,0,"P",0,0,0,0,"684","6","8688794","9007064","14800852","14740348","171024","201651","27791169","0","28870954","27574264","27780219","29049809","-4491","-3526","20251539","19817003","27714356","27464342","1335453","315877","14800852","14740348","6112058","5733284","8688794","9007064","5900","5800","5559466","5910369","25075474",0,0,35,211345,0,25098,236443,"2012",1.087
"150561718","NYSARC INC ONONDAGA COUNTY CHAPTER","EXECUTIVE DIRECTOR","ELLEN GUTMAKER","","","ELLEN","GUTMAKER","","POST",2014,1,TRUE,198359,"F","M-F",1,0,1,0,1,0,"M","F",0,0,"P",0,0,0,0,"711","7","9295088","9088945","14065716","14203071","144410","138591","26732639","713","26720629","25522032","25746007","26908058","69710","31367","18973376","18010416","26637685","26003274","270373","-257267","14065716","14203071","4770628","5114126","9295088","9088945","3481462","2622103","2191306","2320844","23243407",0,0,37.5,158283,0,30451,188734,"2014",1.051
"150569359","THE RESCUE MISSION OF UTICA NEW YORK","EXECUTIVE DIRECTOR","REV BILL DODGE","REV","","BILL","DODGE","PRE","",2013,1,TRUE,77427,"M","M-M",1,0,0,1,0,1,"M","M",1,0,"L",0,0,0,0,"134","0","2986151","3027035","8529677","8020980","3816592","3697848","4712519","219867","894546","923887","4647582","4728793","23767","16396","2628184","2702914","4519496","4717121","209297","-69539","8529677","8020980","5543526","4993945","2986151","3027035","1051","950","1747892","1876659","3838628",0,0,50,29274,0,43359,72633,"2013",1.066
"150569359","RESCUE MISSION OF UTICA INC","EXECUTIVE DIRECTOR","JIM HAID","","","JIM","HAID","","POST",2015,1,TRUE,107471,"M","M-M",1,0,0,0,1,1,"M","M",0,1,"L",0,0,0,0,"149","0","2846068","2566533","8103817","8382785","3488006","3810160","4877470","234507","920400","943760","4804060","4473005","44847","63506","2711666","2891079","4633429","5016910","-160424","-212850","8103817","8382785","5257749","5816252","2846068","2566533","950","950","1594415","1131240","4063457",0,0,50,85000,0,18837,103837,"2015",1.035
"150576613","UNITED CEREBRAL PALSY ASSOC CAYUGA CO","EXECUTIVE DIRECTOR","RICHARD HANSINGER","","","RICHARD","HANSINGER","PRE","",2014,1,TRUE,124115,"M","M-F",1,0,1,1,0,1,"M","F",1,0,"G",0,0,0,0,"175","0","3452834","3488763","4651627","4559641","496206","423275","5662131","0","5163746","5234216","5662131","5759915","1353","3532","4356323","4407456","5716695","5647843","43220","14288","4651627","4559641","1198793","1070878","3452834","3488763","538785","370311","41121","41125","4793906",0,0,35,93140,0,24952,118092,"2014",1.051
"150576613","UNITED CEREBRAL PALSY ASSOC CAYUGA CO","EXECUTIVE DIRECTOR","DANIELLE AMBROSE","","","DANIELLE","AMBROSE","","POST",2016,1,TRUE,134812,"F","M-F",1,0,1,0,1,0,"M","F",0,0,"G",0,0,0,0,"198","0","3426290","3573494","4138034","4201543","398045","375423","5108005","0","5027565","4728737","5108005","5429856","3845","4246","4138312","3823538","5436113","5015790","-6257","92215","4138034","4201543","711744","628049","3426290","3573494","356837","282159","111067","111184","4255222",0,0,35,112708,0,17671,130379,"2016",1.034
"150581298","NYSARC INC ONEIDA-LEWIS CHAPTER","EXECUTIVE DIRECTOR (RET. 12/31/10)","ANGELA Z VANDERHOOF","","","ANGELA","VANDERHOOF","PRE","",2010,1,TRUE,220476,"F","F-F",0,1,0,1,0,0,"F","F",0,0,"P",0,0,0,0,"869","0","7648867","9251395","20110326","22153636","211020","306479","33813803","0","30379445","32765219","33215045","30681209","143347","90744","20584266","22122406","30257926","31698763","423283","1516282","20110326","22153636","12461459","12902241","7648867","9251395","0","0","7122789","9034230","28937157",0,0,40,159997,0,34255,194252,"2010",1.135
"150581298","NYSARC INC ONEIDA-LEWIS CHAPTER","CEO","KAREN KOROTZER","","","KAREN","KOROTZER","","POST",2012,1,TRUE,196640,"F","F-F",0,1,0,0,1,0,"F","F",0,0,"P",0,0,0,0,"869","0","9655669","10274645","22390551","22070798","101277","176273","32885269","0","31085408","31662744","31977988","31225106","138971","38421","21184814","21694627","30804229","31478421","420877","499567","22390551","22070798","12734882","11796153","9655669","10274645","0","0","10409251","9829216","28544449",0,0,40,170427,0,10475,180902,"2012",1.087
"150616499","EVERSON MUSEUM OF ART OF SYRACUSE","EXECUTIVE DIRECTOR","STEVEN KERN","","","STEVEN","KERN","PRE","",2013,1,TRUE,181556,"M","M-F",1,0,1,1,0,1,"M","F",1,0,"A",0,0,0,0,"36","90","2463486","1988609","2611964","2363013","1365484","1530502","1927527","230919","113768","198228","1855086","1618696","15780","19307","1035133","980587","2079499","2337991","-460803","-482905","2611964","2363013","148478","374404","2463486","1988609","75181","78160","84477","50478","1834178",0,0,40,155866,0,14449,170315,"2013",1.066
"150616499","EVERSON MUSEUM OF ART OF SYRACUSE","PRESIDENT & CEO","ELIZABETH DUNBAR","","","ELIZABETH","DUNBAR","","POST",2015,1,TRUE,155279,"F","M-F",1,0,1,0,1,0,"M","F",0,0,"A",0,0,0,0,"45","130","2031442","1977111","2285885","2117286","1436862","1641969","1933808","251135","138089","104339","1864910","1642006","19037","18008","840460","991820","1599167","1915618","42839","-50708","2285885","2117286","254443","140175","2031442","1977111","159130","196865","144687","125463","1378114",0,0,40,143267,0,6761,150028,"2015",1.035
"156016932","THE COMMUNITY FOUNDATION OF HERKIMER AND","PRESIDENT-CEO","MARGARET A O'SHEA","","","MARGARET","OSHEA","PRE","",2014,1,TRUE,224578,"F","F-F",0,1,0,1,0,0,"F","F",0,0,"T",0,0,0,0,"12","0","110302205","113952389","117511869","122067199","4231375","5917012","12940535","388291","0","0","12940535","8801584","7023523","4570209","839619","941335","5018360","6155559","3783224","6784976","117511869","122067199","7209664","8114810","110302205","113952389","0","0","1018064","3612437","4349698",0,0,40,195092,0,18588,213680,"2014",1.051
"156016932","THE COMMUNITY FOUNDATION OF HERKIMER AND","PRESIDENT-CEO","ALICIA DICKS","","","ALICIA","DICKS","","POST",2016,1,TRUE,185838,"F","F-F",0,1,0,0,1,0,"F","F",0,0,"T",0,0,0,0,"17","0","112700563","118876342","119855382","126855157","6611583","4023842","7991477","308129","0","53605","7991477","11047246","3751066","4435663","1000715","1069353","7075375","7818159","3971871","173318","119855382","126855157","7154819","7978815","112700563","118876342","0","0","3311870","3917574","5880601",0,0,40,158405,0,21322,179727,"2016",1.034
"160393490","CORNING HOSPITAL","PRESIDENT/COO (UNTIL 7/1/15)","SHIRLEY MAGANA","","","SHIRLEY","MAGANA","PRE","",2015,1,TRUE,292916,"F","F-M",0,1,1,1,0,0,"F","M",0,0,"E",1,0,1,0,"836","145","128250616","131424355","226495537","225371410","2131691","1114916","160385933","0","86353390","99034651","102226817","92631081","2077250","3352873","34366756","36410371","83128112","95247409","9502969","6979408","226495537","225371410","98244921","93947055","128250616","131424355","1870384","4643087","0","0","65553833",0,0,40,260491,0,22520,283011,"2015",1.035
"160393490","CORNING HOSPITAL","PRESIDENT/COO","GARRETT HOOVER","","","GARRETT","HOOVER","","POST",2017,1,TRUE,303174,"M","F-M",0,1,1,0,1,1,"F","M",0,1,"E",1,0,1,0,"788","95","152342387","168971695","230715605","241721956","708387","376702","176562977","0","109986977","124999742","128031446","113395780","2655002","2700416","38709170","38401818","104287178","105687052","9108602","22344394","230715605","241721956","78373218","72750261","152342387","168971695","996844","889020","0","0","73524050",0,0,40,262913,0,34025,296938,"2017",1.021
"160743024","FREDERICK FERRIS THOMPSON HOSPITAL","President/CEO","Linda M Farchione","","","LINDA","FARCHIONE","PRE","",2011,1,TRUE,1186186,"F","F-M",0,1,1,1,0,0,"F","M",0,0,"E",1,0,1,0,"1643","250","33586904","33652799","82680732","96052782","2397558","8689165","103989199","185000","84131783","91020033","101254158","87495189","401087","-126813","47125197","49761743","85818421","89226389","1676768","12027769","82680732","96052782","49093828","62399983","33586904","33652799","3035","3035","15197985","17192913","73769732",0,0,33,0,909689,150352,1060041,"2011",1.119
"160743024","FREDERICK FERRIS THOMPSON HOSPITAL","President/CEO","Michael F Stapleton JR","","JR","MICHAEL","STAPLETON","","POST",2013,1,TRUE,406478,"M","F-M",0,1,1,0,1,1,"F","M",0,1,"E",1,0,1,0,"1634","200","31731444","45215058","100901418","112458502","2096585","1504029","113142457","190253","91501000","100334288","107201310","94997133","2045108","126216","52947205","55692125","96119271","101415402","-1122138","5785908","100901418","112458502","69169974","67243444","31731444","45215058","3308","3383","9107193","24403349","78977055",0,0,33,0,304552,76759,381311,"2013",1.066
"160743025","CRADLE BEACH CAMP INC","C.E.O.","TIMOTHY BOLING","","","TIMOTHY","BOLING","PRE","",2015,1,TRUE,119427,"M","M-F",1,0,1,1,0,1,"M","F",1,0,"N",0,0,0,0,"223","710","5416462","5920349","5704637","6983719","2255277","2681455","3368743","170293","206238","200747","3249468","3288374","36560","25511","1599425","1741777","2446233","2741322","842141","508146","5704637","6983719","288175","1063370","5416462","5920349","211532","340254","38","0","2358552",0,0,40,113931,0,1457,115388,"2015",1.035
"160743025","CRADLE BEACH CAMP INC","C.E.O.","ANN-MARIE ORLOWSKI","","","ANN-MARIE","ORLOWSKI","","POST",2017,1,TRUE,113084,"F","M-F",1,0,1,0,1,0,"M","F",0,0,"N",0,0,0,0,"234","300","6406426","6201832","7617650","7274692","2160141","1830347","2595203","150988","186643","184375","2448601","2712457","38716","31074","1637113","1542542","2496471","2623626","215986","-175025","7617650","7274692","1211224","1072860","6406426","6201832","60627","185203","0","0","2285245",0,0,40,96154,0,14604,110758,"2017",1.021
