"pnhwht12","pnhblk12","phisp12","pntv12","pfb12","polang12","phs12","pcol12","punemp12","pflabf12","pprof12","pmanuf12","pvet12","psemp12","hinc12","incpc12","ppov12","pown12","pvac12","pmulti12","mrent12","mhmval12","p30old12","p10yrs12","p18und12","p60up12","p75up12","pmar12","pwds12","pfhh12"
97.30999756,0.819999993,0.400000006,0.159999996,0.419999987,1.179999948,48.15000153,15.18000031,8.960000038,55.29999924,21.90999985,12.60999966,9.210000038,10.88000011,45518,23935,11.26000023,84.05000305,9.569999695,4.239999771,402,93400,58.43000031,52.77000046,22.67000008,27.87999916,10.39000034,61.36000061,19.54000092,9.079999924
59.58000183,9.979999542,23.81999969,0,14.68000031,23.40999985,27.64999962,36.58000183,11.64000034,63.81999969,47.61999893,5.880000114,7.179999828,7.119999886,77875,29862,11.76000023,86.75,5.989999771,0,863,166400,0,95.06999969,35.74000168,8.739999771,2.299999952,63.68000031,12.35999966,12.43999958
13.02000046,83.98999786,0,0,2.109999895,0.589999974,62.02000046,9.800000191,15.06000042,33.90000153,18.95999908,2.089999914,12.68000031,5.570000172,22018,15119,29.85000038,47.74000168,31.73999977,21.26000023,309,43200,97.45999908,54.91999817,16.79999924,36.45999908,9.979999542,22.73999977,34.16999817,26.19000053
94.88999939,0.620000005,2.109999895,0.090000004,4.539999962,4.949999809,17.72999954,49.40999985,10.94999981,18.35000038,51.93000031,0,27.30999947,35.02999878,84444,99529,2.640000105,93.87000275,63.13000107,80.93000031,747,370900,35.33000183,49.09999847,3.390000105,77.70999908,35.36999893,75.94999695,16.54999924,1.320000052
86.02999878,0,10.47000027,0.460000008,4.409999847,9.460000038,17.15999985,50.84000015,7.889999866,71.58000183,48.5,13.28999996,7.019999981,10.78999996,36364,34984,10.97000027,48.58000183,4.78000021,42.90999985,701,333200,79.05999756,69.05999756,15.92000008,12.22000027,2.289999962,48.95000076,14.35999966,3.819999933
82.91000366,9.420000076,1.549999952,0.639999986,4.03000021,9.319999695,28.52000046,45.77999878,6.159999847,69.94000244,46.20999908,6.329999924,14.19999981,14.14999962,50371,28023,10.34000015,68.37999725,12.56000042,25.87000084,684,216300,75.40000153,63.02000046,16.21999931,18.28000069,7.449999809,40.38999939,25.34000015,16.34000015
96.37000275,0.449999988,1.269999981,0.100000001,1.350000024,3.940000057,56.36000061,16,9.31000042,53.47999954,28.95000076,5.730000019,13.02000046,14.34000015,37188,18738,20.86000061,75.16999817,22.40999985,9.340000153,474,127400,52.16999817,54.00999832,18.35000038,21.46999931,6.199999809,45.75,22.56999969,10.03999996
72.48000336,5.139999866,5.260000229,3.940000057,2.730000019,5.159999847,53.77000046,17.55999947,4.909999847,66.11000061,31.86000061,10.73999977,10.90999985,7.820000172,44599,25647,7.110000134,64.37000275,10.65999985,13.89999962,628,92900,94.23000336,60.83000183,19.32999992,18.12000084,7.070000172,42.90999985,28.29999924,15.55000019
43.52999878,14.06000042,37.36999893,0,26.88999939,41.84999847,47.38999939,23.44000053,10.98999977,65.09999847,32.93000031,2.619999886,5.059999943,5.800000191,47483,22951,12.89000034,45.72999954,13.60000038,49.79999924,1021,209100,1.299999952,73.30999756,19.12999916,18.06999969,6.5,44.22999954,23.04000092,13.52999973
51.54000092,46.45999908,1.669999957,0,0.930000007,3.069999933,21.5,40.40999985,11.93999958,69.97000122,34.27000046,9.25,7.659999847,3.900000095,43194,20907,16.95000076,61.38999939,4.980000019,32.09000015,693,129100,54.90999985,73.11000061,24.77000046,15.03999996,6.119999886,45.83000183,16.13999939,23.36000061
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85.77999878,0,9.149999619,0,10.30000019,12.97999954,28.43000031,37.09999847,8.420000076,61.65000153,37.33000183,7.360000134,11.32999992,25.75,64477,38847,3.519999981,79.69999695,24.44000053,2.50999999,1060,470000,77.5,57.36000061,13.52000046,29.40999985,6.159999847,48.84999847,22.10000038,2.49000001
96.11000061,0.379999995,1,0,2.440000057,5.659999847,15.56999969,46.41999817,2.460000038,72.08999634,48.88000107,17.12999916,10.39000034,7.610000134,102179,41596,2.00999999,95.37000275,3.769999981,0,1297,298700,26.63999939,52.47000122,29.84000015,11.60000038,1.75999999,65.66000366,10.81000042,7.760000229
97.18000031,0,0.25,0,1.909999967,4.590000153,49.47999954,17.89999962,4.789999962,70.47000122,33.70000076,10.97999954,8.050000191,7.460000038,61552,24501,10.56999969,83.54000092,3.930000067,10,643,133700,92.30999756,39.95000076,27.12000084,17.34000015,7.929999828,50.59000015,21.09000015,17.01000023
40.18000031,32.79999924,19.62999916,0,22.95000076,36.88000107,43.04999924,36.56999969,7.809999943,70.77999878,35.47999954,2.75,6.300000191,11.44999981,55479,29283,20.54999924,39.72000122,2.019999981,64.16000366,881,290100,47.45000076,88.98999786,23.57999992,16.05999947,3.970000029,45.84000015,15.85000038,15.56999969
86.01000214,1.620000005,3.99000001,0.50999999,9.640000343,15.77000046,30.01000023,40.58000183,2.160000086,64.55000305,49.88999939,6.079999924,10.80000019,10.60999966,51216,31560,10.38000011,61.95999908,2.450000048,34.65999985,845,207400,60.86000061,67.62000275,15.75,26.57999992,14.39000034,48.22000122,27.20000076,16.54000092
53.13999939,6.46999979,15.28999996,0.239999995,22.72999954,33.5,25.14999962,44.56000137,8.520000458,72.16999817,50.15000153,8.130000114,7.320000172,9.199999809,49018,28738,17.79000092,34.22000122,2.75999999,54.08000183,893,313500,55.06000137,72.61000061,13.56999969,14.89000034,3.980000019,41.97999954,19.97999954,8.699999809
94.23000336,0,4.650000095,0.389999986,1.74000001,3.200000048,49.40000153,14.81000042,12.77000046,57.70999908,27.98999977,23.36000061,11.22000027,13.18000031,43667,21036,10.72000027,78.12999725,12.38000011,6.269999981,456,129500,56.45000076,48.81999969,20.13999939,22.87999916,8.680000305,50.75999832,23.84000015,9.119999886
94.95999908,0,1.080000043,0.389999986,1.049999952,2.059999943,56.25,15.89999962,7.599999905,57.27000046,40.91999817,6.989999771,13.97000027,20.30999947,54209,24110,10.02000046,86.33999634,21.93000031,0.720000029,426,119400,51.29999924,58.38999939,22.73999977,25.79000092,7.059999943,69.83000183,15.48999977,6.860000134
96.08000183,0,1.860000014,0,3.430000067,5.519999981,17.54999924,55.70999908,5.829999924,50.56999969,61.45000076,2.319999933,12.78999996,23.13999939,81549,44661,5.269999981,94.91000366,4.46999979,3.99000001,993,357300,25.43000031,68.84999847,18.76000023,29.92000008,8.369999886,66.79000092,19.80999947,2.24000001
21.44000053,19.88999939,7.980000019,0.419999987,46.59999847,49.75999832,27.20000076,53.84000015,8.81000042,63.06999969,48.77999878,11.98999977,4.909999847,3.329999924,99199,38759,2.920000076,83.15000153,1.25999999,17.17000008,1668,357800,39.90999985,54.31000137,24.21999931,16.92000008,2.920000076,59.08000183,13.39000034,7.75
59.58000183,29.26000023,9.239999771,0,2.75,9.81000042,74.58000183,1.940000057,34.40000153,47.45000076,14.18000031,27.92000008,9.579999924,4.869999886,23031,12463,50.25999832,44.00999832,21.95999908,23.31999969,475,69600,88.33999634,71.75,31.42000008,15.68999958,3.74000001,29.51000023,32.65999985,42.86000061
81.01999664,13.48999977,1.529999971,0,3.079999924,5.079999924,58.58000183,14.73999977,6.610000134,44.31999969,25.71999931,19.46999931,10.78999996,12.73999977,34534,18447,19.79000092,66.59999847,5.119999886,20.73999977,375,99400,65.72000122,51.68000031,24.06999969,25.02000046,10.40999985,41.08000183,29.87000084,20.37999916
88.83000183,1,5.690000057,1.679999948,0.970000029,3.289999962,35.83000183,28.85000038,8.859999657,62.43999863,30.87999916,17.15999985,13.47999954,18.37999916,54295,32875,12.14999962,79.18000031,4.309999943,13.14999962,603,174800,48.41999817,61.31999969,24.45000076,22.12000084,6.360000134,58.06000137,22.29000092,9.710000038
0.319999993,96.01999664,3.25999999,0,0.860000014,2.390000105,79.58999634,3.920000076,15.65999985,46.27999878,14.25,9.340000153,6.210000038,1.559999943,19967,11983,43.20999908,70.37999725,34.50999832,3.720000029,582,44600,97.91999817,43.77000046,33.20999908,20.80999947,6.570000172,18.79999924,29.28000069,48.15000153
44.88999939,22.17000008,17.59000015,1.139999986,35.52000046,43.72999954,41.68000031,26.70000076,9.75,68.04000092,44.86999893,9.319999695,5.380000114,7.909999847,77237,35887,2.599999905,74.83999634,5.28000021,31.96999931,1135,326600,95.01999664,50.77999878,19.01000023,19.64999962,5.409999847,44.83000183,17.01000023,9.31000042
86.27999878,1.929999948,8.18999958,0.829999983,3.039999962,6.289999962,24.81999969,38.31000137,7.090000153,63.95999908,42,13.28999996,11.55000019,12.59000015,62586,33683,9.529999733,73.12999725,1.720000029,23.44000053,672,265000,50.68000031,65.40000153,26.59000015,17.54000092,6.460000038,54.15000153,18.20000076,7.239999771
57.18999863,0.289999992,37.16999817,0.810000002,25.01000023,37.81999969,44.70000076,26.73999977,16.19000053,59.93000031,30.21999931,9.020000458,9.510000229,9.020000458,47423,20003,21.02000046,84.25,8.319999695,12.17000008,822,130000,96.22000122,61.36999893,27.96999931,17.55999947,7,46.56999969,23.21999931,13.21000004
98.83000183,0.469999999,0.140000001,0,1.379999995,6.050000191,33.84999847,28.73999977,4.110000134,68.34999847,43.11999893,6.480000019,12.60000038,19.56999969,78889,36014,5.019999981,89.66999817,8.569999695,0.819999993,675,233100,43.31000137,44.54000092,26.20999908,19.01000023,4.619999886,67.55000305,11.72999954,3.49000001
17.68000031,0,14.89000034,0,63.08000183,81.16000366,55.79999924,18.72999954,10.85999966,57.27000046,28.82999992,8.460000038,0.800000012,9.739999771,50923,20241,13.23999977,41.47999954,1.549999952,63.88999939,1258,621300,85.47000122,63.54000092,23.59000015,12.21000004,4.170000076,51.16999817,12.89999962,9.869999886
0.589999974,99.08999634,0,0,1.049999952,0.720000029,57.88999939,14.53999996,27.36000061,43.41999817,12.40999985,5.400000095,8.180000305,6.71999979,22292,14410,36.84000015,47.95999908,38.63999939,37.86000061,573,87400,92.66000366,47.95999908,21.38999939,22.20999908,11.81000042,16.5,31.37999916,28.63999939
61.90999985,22.14999962,4.960000038,0,20.34000015,23.17000008,32.15000153,45.38999939,5.239999771,79.47000122,39.22000122,6.820000172,11.34000015,12,68810,35742,7.989999771,53.72999954,6.170000076,43.79000092,858,274700,57.91999817,62.95999908,23.57999992,16.20000076,3.119999886,40.90000153,21.03000069,13.42000008
96.79000092,0,1.299999952,0,0.159999996,3.450000048,60.47000122,11.01000023,12.82999992,54.27000046,28.82999992,16.47999954,10.81000042,14.93999958,51520,24267,7.139999866,86.27999878,10.23999977,2.140000105,420,93300,66.81999969,42.09000015,25.86000061,19.98999977,7.610000134,58.70999908,19.40999985,7.340000153
92.94999695,1.200000048,2.279999971,0,4.739999771,6.579999924,16.28000069,65.44000244,3.25999999,49.97000122,67.87999725,7.96999979,10.5,19.95000076,108594,61645,2.730000019,89.22000122,5.599999905,10.25,1038,431000,77.25,48.18999863,26.79999924,22.28000069,9.920000076,64.68000031,16.06999969,8.680000305
64.26000214,8.430000305,19.62000084,0,23.70000076,28.15999985,36.56999969,34.45999908,8.350000381,81.58000183,25.17000008,3.150000095,5.369999886,7.320000172,39979,21792,27.05999947,12.03999996,50.56000137,96.94999695,912,78500,8.81000042,96.56999969,4.849999905,5.880000114,1.779999971,23.06999969,23.38999939,2.940000057
95.44000244,1.720000029,1.279999971,0,1.070000052,1.360000014,66.61000061,13.22000027,10.11999989,47.13999939,24.95999908,10.63000011,10.82999992,10.15999985,32013,15462,29.65999985,83.93000031,27.70000076,3.089999914,273,100000,56.31999969,47.72000122,21.26000023,22.63999939,6.889999866,55.47999954,23.98999977,9
54.25,8.770000458,10.76000023,0,25.61000061,40.06000137,19.07999992,62.58000183,4.829999924,79.16000366,51.88000107,5.940000057,6.329999924,4.239999771,127708,48200,5.550000191,65.20999908,0,23.85000038,1320,469900,4.639999866,89.06999969,30.42000008,7.909999847,0.769999981,62.81999969,13.92000008,9.319999695
28.38999939,14.40999985,52.02000046,0,14.81999969,40.15000153,53.5,18.98999977,5.159999847,72.40000153,28.54000092,19.86000061,10.02000046,6.980000019,59906,18409,11.05000019,92.68000031,11.85000038,0,1278,113900,15.56999969,81.63999939,34.77000046,6.820000172,1.679999948,52.16999817,16.81999969,12.51000023
96.44000244,0.709999979,2.769999981,0,2.569999933,6.070000172,40.61999893,34.40000153,3.049999952,70.86000061,40.74000168,14.13000011,12.06000042,8.579999924,96513,38053,0.660000026,99.19000244,1.519999981,1.279999971,0,269000,61.40000153,36.34999847,19.89999962,22.04000092,4.389999866,68.41000366,8.93999958,0.860000014
87.23000336,4.420000076,5.389999866,0,12.19999981,11.52000046,35.70999908,28.43000031,3.210000038,76.47000122,37.93999863,20.79999924,11.98999977,9.460000038,64153,26332,7.949999809,73.68000031,1.320000052,16.30999947,820,129200,66.93000031,61.47999954,30.34000015,13.82999992,1.5,57.83000183,19.21999931,19.95000076
98.51000214,0,1.49000001,0,0,0.829999983,47.31999969,15.93000031,10.57999992,48.63999939,38.47999954,13.78999996,13.60000038,5.489999771,52197,25094,11.11999989,85.48000336,9.18999958,1.200000048,515,107800,51.40000153,46.84999847,21.12999916,23.72999954,5.260000229,65.41999817,22.20000076,2.089999914
95.59999847,0,1.389999986,0.589999974,2.960000038,3.559999943,31.75,18.76000023,4.03000021,70.98000336,38.90999985,13.23999977,8.289999962,13.98999977,79397,36323,2.890000105,92.72000122,2.099999905,2.369999886,745,262100,58.45000076,36.65999985,24.18000031,15.64999962,3.819999933,64.54000092,8.729999542,8.369999886
70.83000183,2.369999886,6.579999924,0,19.63999939,23.75,5.099999905,81.37999725,7.550000191,70.69999695,78.12999725,7.289999962,2.640000105,12.26000023,137649,60304,4.139999866,67.01000214,11.77000046,68.51999664,2001,610400,86.62999725,61.41999817,22.79000092,16.34000015,2.75999999,49.27000046,12.10999966,12.77000046
34.90999985,11.81000042,32.09999847,0.850000024,28.62999916,42.81999969,45.20000076,31.10000038,8.130000114,59.75,34.11999893,7.239999771,6.329999924,25.05999947,38738,33628,26.90999985,45.31000137,34.90999985,38.27999878,695,265400,23.42000008,86.55999756,20.81999969,22.78000069,4.309999943,39.02999878,18.45999908,8.670000076
93.30000305,2.539999962,2.980000019,0,4.440000057,6.480000019,12.31000042,63.20000076,7.909999847,64.95999908,52.54000092,27.06999969,8.039999962,15.40999985,118698,44421,3.140000105,97.20999908,0,0,0,270900,15.10999966,65.01000214,32.97999954,11.64999962,2.319999933,74.66999817,8.06000042,3.480000019
89.97000122,0,2.470000029,0.330000013,3.710000038,4.769999981,36.95999908,18.61000061,12.73999977,63.08000183,36.95000076,15.09000015,13.31000042,15.64999962,66837,33526,6.829999924,87.37999725,0.519999981,2.920000076,886,263800,54.90000153,53.90000153,24.03000069,21.63999939,5.480000019,66.30999756,14.77000046,2.339999914
59.47999954,12.13000011,6.340000153,0.620000005,21.36000061,31.28000069,9.760000229,72.30999756,3.109999895,75.73999786,62.38000107,6.059999943,16.10000038,9.199999809,83786,55377,10.92000008,49.09999847,18.48999977,62.83000183,1571,291600,74.15000153,69.98000336,8.890000343,18.05999947,2.210000038,31.29000092,26.54999924,31.54999924
61.59000015,12.68999958,12.64999962,0.49000001,7.019999981,12.59000015,18.68000031,35.68999863,2.869999886,57.29999924,45.81999969,4.070000172,14.31999969,9.949999809,80188,27894,4,64.73000336,8.100000381,16.32999992,1354,278800,9.300000191,91.66000366,33.16999817,11.51000023,2.769999981,68.43000031,8.56000042,3.400000095
58.81000137,1.809999943,18.46999931,0,16.63999939,19.69000053,25.29000092,47.79000092,8.420000076,57.50999832,61.27999878,18.53000069,6.619999886,14.94999981,108563,43313,3.960000038,76.76999664,0,0.970000029,2001,634100,94.76999664,44.81000137,24.70000076,16.07999992,5.849999905,61.02999878,11.25,5.320000172
83.79000092,5.650000095,2.710000038,0,11.47999954,12.53999996,44.86999893,19.20999908,10.65999985,64.01999664,28.75,11.03999996,16.80999947,11.11999989,51410,24463,11.93999958,80.30000305,11.07999992,0.569999993,940,132000,92.63999939,50.34000015,17.61000061,20.18000031,6.78000021,45.50999832,23.39999962,10.86999989
83.34999847,9.75,1.389999986,0,2.819999933,2.859999895,48.59999847,17.42000008,7.849999905,45.70000076,33.38999939,15.86999989,7.590000153,7.380000114,45757,15686,15.93999958,76.51999664,11.14999962,8.369999886,679,123600,34.38999939,56.27000046,14.13000011,15.73999977,3.539999962,35.77000046,13.06000042,9.93999958
90.29000092,1.870000005,5.71999979,0,4.949999809,3.809999943,45.13000107,25.47999954,9.069999695,58.83000183,40.59999847,8.020000458,10.39000034,9.390000343,52561,26592,21.87999916,71.56999969,9.090000153,25.15999985,842,164200,13.94999981,80.87000275,26.62999916,15.78999996,4.070000172,46.06000137,26.48999977,18.65999985
59.91999817,34.75999832,3.579999924,0.670000017,4.070000172,5.570000172,39.18999863,25.79000092,8.680000305,61.79000092,34.66999817,10.64999962,9.06000042,11.73999977,56485,28173,6.510000229,85.43000031,6.159999847,6.099999905,614,148100,30.03000069,68.69999695,25.95000076,19.34000015,3.670000076,56.45999908,18.70999908,14.85999966
88.06999969,3.319999933,4.559999943,2.220000029,2.940000057,3.380000114,49.43000031,16.17000008,8.93999958,51.34000015,24.81999969,22.60000038,12.72000027,13.96000004,47604,21939,15.10000038,90.09999847,18.70999908,0,383,68400,61.06999969,52.45000076,23.11000061,24.75,6.900000095,57.81000137,24.09000015,3.279999971
93.29000092,0.569999993,1.889999986,0,2.089999914,2.75999999,65.15000153,13.27000046,16.37000084,40,25.28000069,2.210000038,10.26000023,11.02999973,31163,17097,23.62999916,69.88999939,16.60000038,12.01000023,365,52800,48.33000183,45.97000122,19.92000008,18.68000031,4.03000021,56.25999832,19.92000008,12.88000011
60.65999985,30.72999954,2.420000076,0,8.140000343,10.05000019,32.49000168,30.54000092,6.619999886,81.05999756,39.79000092,8.06000042,9.340000153,6.349999905,56535,26084,5.920000076,63.58000183,4.179999828,35.50999832,710,143000,5.590000153,89.70999908,26.20000076,9.159999847,2.359999895,43.20999908,18.73999977,15.02999973
93.62000275,0.819999993,1.809999943,0.879999995,9.649999619,5.260000229,16.70999908,46.90000153,6.320000172,45.97999954,47.79999924,7.25,18.85000038,16.52000046,73138,42032,4.210000038,90.68000031,31.03000069,0,1963,329500,0,100,14.94999981,47.97999954,9.739999771,79.29000092,11.89999962,2.200000048
21.21999931,65.16999817,5.690000057,0.449999988,2.619999886,4.809999943,56.86999893,9.329999924,25.52000046,54.47000122,15.27000046,20.62999916,5.980000019,6.179999828,25091,10233,47.52000046,54.45999908,19.52000046,15.60000038,463,55800,85.93000031,54.58000183,38.70999908,9.279999733,2.339999914,27.37000084,22.07999992,41.75
76.86000061,20.40999985,0.790000021,1.070000052,2.970000029,1.99000001,62.75999832,7.829999924,8.220000267,68.40000153,16.48999977,7.769999981,6.800000191,3.680000067,50179,20106,16.28000069,69.41000366,8.630000114,15.30000019,640,101400,82.65000153,56.40999985,26.45000076,13.34000015,5.409999847,39.50999832,23.32999992,19.38999939
91.12999725,0.50999999,5.670000076,0.639999986,5.849999905,7.139999866,39.13999939,28.72999954,4.090000153,74.81999969,33.84000015,19.57999992,7.760000229,8.710000038,74567,29412,5.610000134,80.97000122,3.279999971,14.27000046,663,209600,34.04999924,57.79999924,28.14999962,12.30000019,2.99000001,63.70999908,8.609999657,10.19999981
69.65000153,25.57999992,2.130000114,0,0,0,65.05000305,3.630000114,12.68999958,39.79999924,11.76000023,23.87999916,10.60999966,1.379999995,19597,12341,31.79999924,50.66999817,17.09000015,42.33000183,320,40400,97.44000244,69.55999756,33.33000183,21.56999969,10.73999977,30.37000084,48.77000046,48.65000153
73.69999695,2.5,15.93999958,0.469999999,9.170000076,14.81000042,35.36999893,21.43000031,11.77000046,67.59999847,32.77999878,7.03000021,9.960000038,14.42000008,57401,32799,10.92000008,54.81000137,3.099999905,19.98999977,1154,317800,81.23000336,66.81999969,20.35000038,16.42000008,3.369999886,43.34999847,24.81999969,16.95000076
62.88999939,2.440000057,31.62000084,0,36.11999893,52.49000168,41.84000015,33.75,5.289999962,66.37999725,32.95999908,7.730000019,7.320000172,12.18000031,62488,36013,6.460000038,42.15999985,10.97000027,65.77999878,1251,457000,95.30999756,57.84000015,19.12999916,16.95000076,8.199999809,47.49000168,16.51000023,7.989999771
84.52999878,2.190000057,6.369999886,0,6.070000172,10.47999954,26.51000023,48.02000046,3.24000001,58.99000168,52.58000183,5.699999809,12.90999985,12.10999966,97957,43268,4.889999866,75.08000183,1.840000033,20.87000084,1362,364100,16.47999954,70.70999908,30.54999924,16.35000038,4.659999847,61.43000031,17.43000031,11.25
93.66999817,1.820000052,2.75,0,3.210000038,3.819999933,49.22000122,17.55999947,8.460000038,49.11999893,30.51000023,8.020000458,12.69999981,19.37999916,39021,26205,17.76000023,83.44000244,55,4.440000057,551,165000,57.02000046,42.00999832,16.80999947,36.54999924,11.13000011,48.47000122,28.78000069,14.06999969
87.86000061,2.400000095,3.619999886,0.050000001,1.960000038,2.230000019,26.60000038,43.68999863,6.559999943,79.63999939,42.34999847,4.829999924,10.09000015,14.73999977,59458,28148,10.71000004,79.01999664,7.440000057,7.599999905,619,156400,50.13000107,58.43999863,24.42000008,20.31999969,3.920000076,61.06999969,17.03000069,11.97000027
16.5,0,82.80000305,0.699999988,5.989999771,51.43000031,51.75999832,7.050000191,13.13000011,40.99000168,16.86000061,7.75,11.05000019,3.880000114,39375,16578,23.81999969,82.19000244,27.79000092,4.96999979,390,48600,76.33000183,43.70999908,21.23999977,24.29999924,8.979999542,35.27000046,19.94000053,9.850000381
41.06000137,18.62000084,38.75,0.49000001,11.78999996,25.04000092,52.66999817,13.60000038,12.25,58.29999924,22.81999969,14.03999996,4.320000172,4.199999809,37462,14920,22.17000008,51.36000061,6.269999981,51.13999939,704,127000,87.27999878,70.44999695,36.34000015,8.680000305,1.480000019,40.93999863,13.26000023,26.63999939
89.88999939,0,2.289999962,3.960000038,2.819999933,12.31999969,40.13000107,18.05999947,15.38000011,60.18999863,26.37999916,0.939999998,19.96999931,21.73999977,49917,27443,13.34000015,86.33000183,45.34000015,1.980000019,643,168600,24.70000076,60.86000061,19.68000031,24.89999962,3.940000057,60.72000122,17.64999962,6.789999962
10.39000034,0.829999983,3.650000095,0.319999993,74.18000031,85.23999786,30.85000038,56.59000015,5.559999943,64.44000244,49.58000183,18.38999939,1.470000029,1.710000038,84876,33923,5.480000019,21.62000084,2.25,77.5,1190,406000,69.11000061,82.63999939,21.02000046,10.77999973,3.190000057,67.51000214,7.809999943,1.919999957
97.43000031,0.300000012,1.830000043,0,0.899999976,1.440000057,54.20000076,17.47999954,3.24000001,59.88999939,31.38999939,18.78000069,9.930000305,18.48999977,52697,24152,8.890000343,83.27999878,8.920000076,7.96999979,347,85800,82.41000366,42.97000122,26.54000092,23.79999924,12.10999966,66.94000244,17.62999916,6.630000114
76.33000183,0.180000007,14.27999973,0,5.989999771,8.979999542,28.19000053,29.70999908,7.570000172,61.08000183,40.97999954,16.29999924,14.21000004,13.40999985,84324,33135,2.609999895,79.38999939,3.339999914,11.51000023,1139,366300,20.88999939,74.98000336,29.03000069,16.70999908,3.930000067,58.11999893,17.65999985,10.46000004
80.43000031,10.97000027,6.960000038,0,6.150000095,8.789999962,41.65000153,28.56999969,3.970000029,58.70000076,32,4.320000172,11.67000008,7.099999905,51065,24337,6.179999828,51.06000137,21.18000031,33.72999954,722,159800,67.63999939,70.61000061,25.78000069,16.67000008,3.109999895,47.65999985,21.26000023,23.85000038
91.63999939,1.730000019,5.050000191,0.349999994,3.170000076,8.329999924,55.90000153,21.52000046,12.68999958,48.83000183,39.68999863,20.07999992,9.329999924,8.850000381,42938,20749,17.89999962,69.87999725,10.94999981,15.86999989,467,129500,61.29000092,53.40999985,21.88999939,28.77000046,9.909999847,52.61999893,27.68000031,9.149999619
84.75,0,13.22000027,0.02,4.300000191,9.539999962,44.84000015,13.93999958,12.73999977,56.43000031,28.46999931,4.71999979,13.10999966,13.68000031,40489,26459,16.12000084,73.54000092,18.89999962,14.35999966,782,217400,69.51000214,68.66999817,20.63999939,24.97999954,4.889999866,59.70000076,24.64999962,11.57999992
35.52999878,24.80999947,3.200000048,0,33.52000046,36.45999908,18.21999931,59,7.599999905,71.19999695,52.61999893,15.52999973,4.099999905,1.899999976,51705,32338,9.390000343,2.920000076,9.779999733,94.44000244,776,192600,43.06000137,95.20999908,15.82999992,9.81000042,3.930000067,39.74000168,15.11999989,9.659999847
47.27999878,2.279999971,45.22000122,2.089999914,12.78999996,25.81999969,43.93999863,33.68999863,13.80000019,64.98999786,41.88000107,5.340000153,11.46000004,7.710000038,49673,24117,22.60000038,56.38999939,0,26.34000015,804,271800,93.91000366,60.68999863,19.79000092,12.15999985,4.690000057,40.16999817,16.69000053,7.369999886
94.75,0,1.580000043,0,5.679999828,8.670000076,9.43999958,74.01999664,6.590000153,57,57.22000122,14.86999989,7.800000191,9.510000229,129286,48770,0.980000019,91.90000153,5.730000019,0,1693,419600,67.30000305,50,27.73999977,19.45999908,4.139999866,66.54000092,10.27999973,1.169999957
8.069999695,5.690000057,79,0.300000012,34.49000168,69.83999634,54.34999847,16.90999985,7.599999905,63.77999878,31.31999969,7.800000191,5.639999866,18.11000061,50742,18976,15.15999985,63.54999924,11.22999954,37.61000061,1090,277700,44.65000153,67.87000275,29.82999992,8.800000191,1.669999957,51.43999863,11.97999954,15.56000042
82.55000305,3.680000067,7.659999847,0,16.89999962,29.12999916,40.34999847,37.52999878,7.309999943,58.83000183,51.40000153,3.630000114,4.869999886,16.76000023,120132,46840,0.699999988,97.80000305,1.279999971,0,745,534100,94.90000153,38.63000107,17.40999985,31.42000008,12.13000011,53.77000046,20.38999939,7.099999905
81.25,0,2.099999905,0,14.89999962,17.81999969,12.27999973,75.04000092,4.880000114,58.54999924,69.76000214,11.82999992,7.880000114,15.86999989,151743,55635,1.149999976,95.86000061,3.74000001,1,1775,423700,11.05000019,56,31.73999977,14.77000046,2.569999933,74.30000305,5.539999962,2.25999999
11.35999966,5.539999962,76.68000031,0.079999998,36.31000137,71.87999725,75.26999664,5.010000229,28.68000031,62.11000061,8.340000153,18.59000015,4.170000076,8.760000229,41730,12349,22.62000084,60.63000107,9.5,11.85000038,885,128300,75.80999756,56.86000061,29.52000046,9.539999962,2.710000038,35.63999939,18.79000092,17.54000092
63.72999954,1.629999995,15.43999958,0.779999971,30.06999969,36.43000031,24.76000023,40.38000107,7.059999943,78.84999847,38.52999878,14.19999981,5.659999847,4.199999809,30729,25251,28.93000031,3.420000076,7.110000134,94.02999878,847,62900,32.04999924,96.83000183,16.34000015,6.539999962,0.980000019,34.97999954,13.36999989,13.59000015
39.25999832,19.82999992,18.11000061,0.400000006,30.37000084,45.13000107,24.62999916,41.16999817,7.809999943,61.86999893,45.08000183,0,10.56999969,6.489999771,109180,38000,7.730000019,73.25,4.980000019,6.789999962,1683,348500,54.34000015,56.40000153,25.02000046,13.09000015,2.700000048,51.25,16.81999969,9.850000381
79.05000305,14.77000046,4.590000153,0.980000019,2.779999971,5.159999847,24.40999985,52.08000183,8.359999657,73.76999664,43.36000061,4.409999847,7.489999771,4.170000076,66304,34672,5.659999847,64.45999908,6.789999962,49.95000076,612,144600,93.05999756,52.75999832,17.18000031,16.76000023,6.460000038,37.99000168,18.05999947,9.18999958
48.63000107,12.47999954,27.70999908,0,12.60000038,22.5,33.79999924,25.37999916,7.550000191,58.61000061,41.72000122,11.61999989,10.86999989,7.460000038,83602,26613,12.27999973,80.62000275,6.119999886,8.319999695,1445,257400,6.28000021,83.06999969,32.66999817,10.51000023,2.039999962,56.38999939,15.40999985,8.039999962
